Name,Type,Set,SetNo,Color,SubType
Mawile,Pokmon,Crimson Invasion,65,{M},0
Guzzlord-GX,Pokmon,Crimson Invasion,63,{D},0
Hydreigon,Pokmon,Crimson Invasion,62,{D},0
Zweilous,Pokmon,Crimson Invasion,61,{D},0
Deino,Pokmon,Crimson Invasion,60,{D},0
Houndoom,Pokmon,Crimson Invasion,59,{D},0
Houndour,Pokmon,Crimson Invasion,58,{D},0
Buzzwole-GX,Pokmon,Crimson Invasion,57,{F},0
Bewear,Pokmon,Crimson Invasion,56,{F},0
Decidueye,Pokmon,Sun & Moon Promos,56,{G},0
Stufful,Pokmon,Crimson Invasion,55,{F},0
Lucario,Pokmon,Sun & Moon Promos,55,{F},0
Gastrodon,Pokmon,Crimson Invasion,54,{F},0
Dhelmise,Pokmon,Sun & Moon Promos,54,{P},0
Regirock,Pokmon,Crimson Invasion,53,{F},0
Golisopod,Pokmon,Sun & Moon Promos,53,{G},0
Cubone,Pokmon,Crimson Invasion,52,{F},0
Primeape,Pokmon,Crimson Invasion,51,{F},0
Mankey,Pokmon,Crimson Invasion,50,{F},0
Nihilego-GX,Pokmon,Crimson Invasion,49,{P},0
Oranguru,Pokmon,Crimson Invasion,48,{P},0
Salazzle,Pokmon,Crimson Invasion,47,{P},0
Salandit,Pokmon,Crimson Invasion,46,{P},0
Gourgeist,Pokmon,Crimson Invasion,45,{P},0
Pumpkaboo,Pokmon,Crimson Invasion,44,{P},0
Chimecho,Pokmon,Crimson Invasion,43,{P},0
Grumpig,Pokmon,Crimson Invasion,42,{P},0
Spoink,Pokmon,Crimson Invasion,41,{P},0
Mismagius,Pokmon,Crimson Invasion,40,{P},0
Misdreavus,Pokmon,Crimson Invasion,39,{P},0
Gengar,Pokmon,Crimson Invasion,38,{P},0
Haunter,Pokmon,Crimson Invasion,37,{P},0
Gastly,Pokmon,Crimson Invasion,36,{P},0
Emolga,Pokmon,Crimson Invasion,35,{L},0
Alolan Golem-GX,Pokmon,Crimson Invasion,34,{L},0
Alolan Graveler,Pokmon,Crimson Invasion,33,{L},0
Alolan Geodude,Pokmon,Crimson Invasion,32,{L},0
Alolan Raichu,Pokmon,Crimson Invasion,31,{L},0
Pikachu,Pokmon,Crimson Invasion,30,{L},0
Shellos,Pokmon,Crimson Invasion,29,{W},0
Regice,Pokmon,Crimson Invasion,28,{W},0
Milotic,Pokmon,Crimson Invasion,27,{W},0
Feebas,Pokmon,Crimson Invasion,26,{W},0
Crawdaunt,Pokmon,Crimson Invasion,25,{W},0
Corphish,Pokmon,Crimson Invasion,24,{W},0
Octillery,Pokmon,Crimson Invasion,23,{W},0
Remoraid,Pokmon,Crimson Invasion,22,{W},0
Mamoswine,Pokmon,Crimson Invasion,21,{W},0
Piloswine,Pokmon,Crimson Invasion,20,{W},0
Swinub,Pokmon,Crimson Invasion,19,{W},0
Gyarados-GX,Pokmon,Crimson Invasion,18,{W},0
Magikarp,Pokmon,Crimson Invasion,17,{W},0
Starmie,Pokmon,Crimson Invasion,16,{W},0
Staryu,Pokmon,Crimson Invasion,15,{W},0
Camerupt,Pokmon,Crimson Invasion,14,{R},0
Numel,Pokmon,Crimson Invasion,13,{R},0
Alolan Marowak,Pokmon,Crimson Invasion,12,{R},0
Gogoat,Pokmon,Crimson Invasion,11,{G},0
Skiddo,Pokmon,Crimson Invasion,10,{G},0
Accelgor,Pokmon,Crimson Invasion,9,{G},0
Shelmet,Pokmon,Crimson Invasion,8,{G},0
Karrablast,Pokmon,Crimson Invasion,7,{G},0
Cacturne,Pokmon,Crimson Invasion,6,{G},0
Cacnea,Pokmon,Crimson Invasion,5,{G},0
Exeggcute,Pokmon,Crimson Invasion,4,{G},0
Beedrill,Pokmon,Crimson Invasion,3,{G},0
Kakuna,Pokmon,Crimson Invasion,2,{G},0
Weedle,Pokmon,Crimson Invasion,1,{G},0
M Sharpedo-EX,Pokmon,XY Promos,205,{D},0
M Camerupt-EX,Pokmon,XY Promos,202,{R},0
Karen,Trainer,XY Promos,180,0,Supporter
Yveltal-EX,Pokmon,XY Promos,152,{D},0
Shauna,Trainer,Fates Collide,115,0,Supporter
N,Trainer,Fates Collide,108,0,Supporter
Delinquent,Trainer,BREAKpoint,100,0,Supporter
Blacksmith,Trainer,Flashfire,89,0,Supporter
Shaymin-EX,Pokmon,Roaring Skies,78,{C},0
Hex Maniac,Trainer,Ancient Origins,76,0,Supporter
Team Flare Grunt,Trainer,Generations,75,0,Supporter
Jirachi,Pokmon,XY Promos,68,{M},0
Aegislash-EX,Pokmon,Phantom Forces,67,{M},0
Salazzle-GX,Pokmon,Sun & Moon Promos,64,{R},0
Golisopod-GX,Pokmon,Sun & Moon Promos,63,{G},0
Regirock-EX,Pokmon,Fates Collide,44,{F},0
Mewtwo,Pokmon,Sun & Moon Promos,78,{P},0
Shining Ho-Oh,Pokmon,Sun & Moon Promos,71,{R},0
Ho-Oh-GX,Pokmon,Sun & Moon Promos,81,{R},0
Pikachu,Pokmon,Sun & Moon Promos,82,{L},0
Mewtwo-GX,Pokmon,Shining Legends,83,{P},0
Zoroark-GX,Pokmon,Shining Legends,81,{D},0
Pikachu,Pokmon,Sun & Moon Promos,77,{L},0
Mewtwo-GX,Pokmon,Shining Legends,80,{P},0
Raichu-GX,Pokmon,Shining Legends,79,{L},0
Entei-GX,Pokmon,Shining Legends,78,{R},0
Pokmon Breeder,Trainer,Shining Legends,77,0,Supporter
Mewtwo-GX,Pokmon,Shining Legends,75,{P},0
Entei-GX,Pokmon,Shining Legends,74,{R},0
Warp Energy,Energy,Shining Legends,73,{R},0
Double Colorless Energy,Energy,Shining Legends,72,{R},0
Ultra Ball,Trainer,Shining Legends,70,0,Item
Switch,Trainer,Shining Legends,69,0,Item
Super Scoop Up,Trainer,Shining Legends,68,0,Item
Sophocles,Trainer,Shining Legends,67,0,Supporter
Pokmon Catcher,Trainer,Shining Legends,66,0,Item
Pokmon Breeder,Trainer,Shining Legends,65,0,Supporter
Lillie,Trainer,Shining Legends,64,0,Supporter
Hau,Trainer,Shining Legends,63,0,Supporter
Great Ball,Trainer,Shining Legends,62,0,Item
Energy Retrieval,Trainer,Shining Legends,61,0,Item
Damage Mover,Trainer,Shining Legends,60,0,Item
Shining Arceus,Pokmon,Shining Legends,59,{C},0
Shining Rayquaza,Pokmon,Shining Legends,58,{N},0
Hoopa,Pokmon,Shining Legends,57,{D},0
Yveltal,Pokmon,Shining Legends,56,{D},0
Zoroark-GX,Pokmon,Shining Legends,55,{D},0
Zorua,Pokmon,Shining Legends,53,{D},0
Scrafty,Pokmon,Shining Legends,52,{D},0
Scraggy,Pokmon,Shining Legends,51,{D},0
Liepard,Pokmon,Shining Legends,50,{D},0
Purrloin,Pokmon,Shining Legends,49,{D},0
Spiritomb,Pokmon,Shining Legends,48,{D},0
Stunfisk,Pokmon,Shining Legends,47,{F},0
Marshadow,Pokmon,Shining Legends,46,{P},0
Golurk,Pokmon,Shining Legends,45,{P},0
Golett,Pokmon,Shining Legends,44,{P},0
Shining Jirachi,Pokmon,Shining Legends,43,{P},0
Latios,Pokmon,Shining Legends,42,{P},0
Shining Mew,Pokmon,Shining Legends,41,{P},0
Mewtwo-GX,Pokmon,Shining Legends,40,{P},0
Jynx,Pokmon,Shining Legends,39,{P},0
Arbok,Pokmon,Shining Legends,38,{P},0
Ekans,Pokmon,Shining Legends,37,{P},0
Zekrom,Pokmon,Shining Legends,36,{L},0
Minun,Pokmon,Shining Legends,35,{L},0
Plusle,Pokmon,Shining Legends,34,{L},0
Raikou,Pokmon,Shining Legends,33,{L},0
Electrode,Pokmon,Shining Legends,32,{L},0
Voltorb,Pokmon,Shining Legends,31,{L},0
Raichu-GX,Pokmon,Shining Legends,30,{L},0
Pikachu,Pokmon,Shining Legends,29,{L},0
Shining Volcanion,Pokmon,Shining Legends,28,{W},0
Keldeo,Pokmon,Shining Legends,27,{W},0
Manaphy,Pokmon,Shining Legends,26,{W},0
Palkia,Pokmon,Shining Legends,25,{W},0
Floatzel,Pokmon,Shining Legends,24,{W},0
Buizel,Pokmon,Shining Legends,23,{W},0
Qwilfish,Pokmon,Shining Legends,22,{W},0
Feraligatr,Pokmon,Shining Legends,21,{W},0
Croconaw,Pokmon,Shining Legends,20,{W},0
Totodile,Pokmon,Shining Legends,19,{W},0
Incineroar,Pokmon,Shining Legends,18,{R},0
Torracat,Pokmon,Shining Legends,17,{R},0
Litten,Pokmon,Shining Legends,16,{R},0
Reshiram,Pokmon,Shining Legends,15,{R},0
Volcarona,Pokmon,Shining Legends,14,{R},0
Larvesta,Pokmon,Shining Legends,13,{R},0
Torkoal,Pokmon,Shining Legends,12,{R},0
Entei-GX,Pokmon,Shining Legends,10,{R},0
Shining Genesect,Pokmon,Shining Legends,9,{G},0
Virizion,Pokmon,Shining Legends,8,{G},0
Shaymin,Pokmon,Shining Legends,7,{G},0
Carnivine,Pokmon,Shining Legends,6,{G},0
Breloom,Pokmon,Shining Legends,5,{G},0
Shroomish,Pokmon,Shining Legends,4,{G},0
Venusaur,Pokmon,Shining Legends,3,{G},0
Ivysaur,Pokmon,Shining Legends,2,{G},0
Bulbasaur,Pokmon,Shining Legends,1,{G},0
Marshadow-GX,Pokmon,Sun & Moon Promos,60,{F},0
Necrozma-GX,Pokmon,Sun & Moon Promos,59,{P},0
Ho-Oh-GX,Pokmon,Sun & Moon Promos,58,{R},0
Mimikyu,Pokmon,Sun & Moon Promos,100,{P},0
Pikachu,Pokmon,Sun & Moon Promos,99,{L},0
Shining Lugia,Pokmon,Sun & Moon Promos,83,{C},0
Shining Celebi,Pokmon,Sun & Moon Promos,80,{G},0
Charizard-GX,Pokmon,Sun & Moon Promos,61,{R},0
Kommo-o-GX,Pokmon,Sun & Moon Promos,72,{N},0
Tsareena-GX,Pokmon,Sun & Moon Promos,57,{G},0
Champions Festival,Trainer,Sun & Moon Promos,79,0,Stadium
Alolan Meowth,Pokmon,Sun & Moon Promos,52,{D},0
Tapu Koko-GX,Pokmon,Sun & Moon Promos,51,{L},0
Bewear,Pokmon,Sun & Moon Promos,50,{C},0
Zygarde,Pokmon,Sun & Moon Promos,49,{N},0
Crabominable,Pokmon,Sun & Moon Promos,48,{F},0
Seviper,Pokmon,Sun & Moon Promos,47,{P},0
Alolan Meowth,Pokmon,Sun & Moon Promos,44,{D},0
Cosmog,Pokmon,Sun & Moon Promos,43,{P},0
Komala,Pokmon,Sun & Moon Promos,42,{C},0
Jangmo-o,Pokmon,Sun & Moon Promos,41,{N},0
Umbreon-GX,Pokmon,Sun & Moon Promos,37,{D},0
Fairy Energy,Energy,Burning Shadows,193,{D},0
Darkness Energy,Energy,Burning Shadows,192,{D},0
Fire Energy,Energy,Burning Shadows,191,{D},0
Super Scoop Up,Trainer,Burning Shadows,190,0,Item
Rescue Stretcher,Trainer,Burning Shadows,189,0,Item
Multi Switch,Trainer,Burning Shadows,188,0,Item
Escape Rope,Trainer,Burning Shadows,187,0,Item
Choice Band,Trainer,Burning Shadows,186,0,Pokmon Tool
Bodybuilding Dumbbells,Trainer,Burning Shadows,185,0,Pokmon Tool
Noivern-GX,Pokmon,Burning Shadows,184,{N},0
Gardevoir-GX,Pokmon,Burning Shadows,183,{Y},0
Darkrai-GX,Pokmon,Burning Shadows,182,{D},0
Alolan Muk-GX,Pokmon,Burning Shadows,181,{D},0
Marshadow-GX,Pokmon,Burning Shadows,180,{F},0
Lycanroc-GX,Pokmon,Burning Shadows,179,{F},0
Machamp-GX,Pokmon,Burning Shadows,178,{F},0
Necrozma-GX,Pokmon,Burning Shadows,177,{P},0
Tapu Fini-GX,Pokmon,Burning Shadows,176,{W},0
Salazzle-GX,Pokmon,Burning Shadows,175,{R},0
Charizard-GX,Pokmon,Burning Shadows,173,{R},0
Tapu Bulu-GX,Pokmon,Burning Shadows,172,{G},0
Golisopod-GX,Pokmon,Burning Shadows,171,{G},0
Wicke,Trainer,Burning Shadows,170,0,Supporter
Sophocles,Trainer,Burning Shadows,169,0,Supporter
Plumeria,Trainer,Burning Shadows,168,0,Supporter
Kiawe,Trainer,Burning Shadows,167,0,Supporter
Guzma,Trainer,Burning Shadows,166,0,Supporter
Acerola,Trainer,Burning Shadows,165,0,Supporter
Noivern-GX,Pokmon,Burning Shadows,163,{N},0
Gardevoir-GX,Pokmon,Burning Shadows,161,{Y},0
Darkrai-GX,Pokmon,Burning Shadows,159,{D},0
Alolan Muk-GX,Pokmon,Burning Shadows,158,{D},0
Marshadow-GX,Pokmon,Burning Shadows,157,{F},0
Lycanroc-GX,Pokmon,Burning Shadows,156,{F},0
Machamp-GX,Pokmon,Burning Shadows,155,{F},0
Necrozma-GX,Pokmon,Burning Shadows,154,{P},0
Tapu Fini-GX,Pokmon,Burning Shadows,152,{W},0
Salazzle-GX,Pokmon,Burning Shadows,151,{R},0
Ho-Oh-GX,Pokmon,Burning Shadows,149,{R},0
Tapu Bulu-GX,Pokmon,Burning Shadows,147,{G},0
Golisopod-GX,Pokmon,Burning Shadows,145,{G},0
Wishful Baton,Trainer,Burning Shadows,144,0,Pokmon Tool
Wicke,Trainer,Burning Shadows,143,0,Supporter
Weakness Policy,Trainer,Burning Shadows,142,0,Pokmon Tool
Tormenting Spray,Trainer,Burning Shadows,141,0,Item
Super Scoop Up,Trainer,Burning Shadows,140,0,Item
Sophocles,Trainer,Burning Shadows,139,0,Supporter
Rotom Dex Pok Finder Mode,Trainer,Burning Shadows,138,0,Item
Po Town,Trainer,Burning Shadows,137,0,Stadium
Plumeria,Trainer,Burning Shadows,136,0,Supporter
Olivia,Trainer,Burning Shadows,135,0,Supporter
Mount Lanakila,Trainer,Burning Shadows,134,0,Stadium
Lana,Trainer,Burning Shadows,133,0,Supporter
Kiawe,Trainer,Burning Shadows,131,0,Supporter
Guzma,Trainer,Burning Shadows,128,0,Supporter
Escape Rope,Trainer,Burning Shadows,127,0,Item
Bodybuilding Dumbbells,Trainer,Burning Shadows,126,0,Pokmon Tool
Acerola,Trainer,Burning Shadows,124,0,Supporter
Bewear,Pokmon,Burning Shadows,123,{C},0
Stufful,Pokmon,Burning Shadows,122,{C},0
Noibat,Pokmon,Burning Shadows,120,{C},0
Bouffalant,Pokmon,Burning Shadows,119,{C},0
Noctowl,Pokmon,Burning Shadows,118,{C},0
Hoothoot,Pokmon,Burning Shadows,117,{C},0
Porygon-Z,Pokmon,Burning Shadows,115,{C},0
Porygon2,Pokmon,Burning Shadows,114,{C},0
Porygon,Pokmon,Burning Shadows,113,{C},0
Persian,Pokmon,Burning Shadows,112,{C},0
Meowth,Pokmon,Burning Shadows,111,{C},0
Zygarde,Pokmon,Burning Shadows,110,{N},0
Noivern-GX,Pokmon,Burning Shadows,109,{N},0
Shiinotic,Pokmon,Burning Shadows,108,{Y},0
Morelull,Pokmon,Burning Shadows,107,{Y},0
Ribombee,Pokmon,Burning Shadows,106,{Y},0
Cutiefly,Pokmon,Burning Shadows,105,{Y},0
Diancie,Pokmon,Burning Shadows,103,{Y},0
Gardevoir-GX,Pokmon,Burning Shadows,102,{Y},0
Kirlia,Pokmon,Burning Shadows,99,{Y},0
Ralts,Pokmon,Burning Shadows,97,{Y},0
Malamar,Pokmon,Burning Shadows,96,{D},0
Inkay,Pokmon,Burning Shadows,95,{D},0
Darkrai-GX,Pokmon,Burning Shadows,93,{D},0
Darkrai,Pokmon,Burning Shadows,92,{D},0
Weavile,Pokmon,Burning Shadows,91,{D},0
Sneasel,Pokmon,Burning Shadows,90,{D},0
Alolan Muk-GX,Pokmon,Burning Shadows,89,{D},0
Alolan Grimer,Pokmon,Burning Shadows,88,{D},0
Alolan Raticate,Pokmon,Burning Shadows,87,{D},0
Alolan Rattata,Pokmon,Burning Shadows,86,{D},0
Marshadow-GX,Pokmon,Burning Shadows,85,{F},0
Passimian,Pokmon,Burning Shadows,84,{F},0
Mudsdale,Pokmon,Burning Shadows,83,{F},0
Mudbray,Pokmon,Burning Shadows,82,{F},0
Lycanroc,Pokmon,Burning Shadows,81,{F},0
Lycanroc,Pokmon,Burning Shadows,80,{F},0
Crabominable,Pokmon,Burning Shadows,79,{F},0
Crabrawler,Pokmon,Burning Shadows,78,{F},0
Sawk,Pokmon,Burning Shadows,77,{F},0
Lucario,Pokmon,Burning Shadows,76,{F},0
Riolu,Pokmon,Burning Shadows,75,{F},0
Solrock,Pokmon,Burning Shadows,74,{F},0
Lunatone,Pokmon,Burning Shadows,73,{F},0
Rhyperior,Pokmon,Burning Shadows,72,{F},0
Rhydon,Pokmon,Burning Shadows,71,{F},0
Rhyhorn,Pokmon,Burning Shadows,70,{F},0
Machamp-GX,Pokmon,Burning Shadows,69,{F},0
Necrozma-GX,Pokmon,Burning Shadows,68,{P},0
Palossand,Pokmon,Burning Shadows,67,{P},0
Sandygast,Pokmon,Burning Shadows,66,{P},0
Meowstic,Pokmon,Burning Shadows,65,{P},0
Espurr,Pokmon,Burning Shadows,64,{P},0
Scolipede,Pokmon,Burning Shadows,63,{P},0
Whirlipede,Pokmon,Burning Shadows,62,{P},0
Venipede,Pokmon,Burning Shadows,61,{P},0
Toxicroak,Pokmon,Burning Shadows,60,{P},0
Croagunk,Pokmon,Burning Shadows,59,{P},0
Dusknoir,Pokmon,Burning Shadows,58,{P},0
Dusclops,Pokmon,Burning Shadows,57,{P},0
Duskull,Pokmon,Burning Shadows,56,{P},0
Seviper,Pokmon,Burning Shadows,54,{P},0
Wobbuffet,Pokmon,Burning Shadows,53,{P},0
Slowking,Pokmon,Burning Shadows,52,{P},0
Togedemaru,Pokmon,Burning Shadows,51,{L},0
Eelektross,Pokmon,Burning Shadows,50,{L},0
Eelektrik,Pokmon,Burning Shadows,49,{L},0
Tynamo,Pokmon,Burning Shadows,48,{L},0
Electivire,Pokmon,Burning Shadows,47,{L},0
Electabuzz,Pokmon,Burning Shadows,46,{L},0
Raichu,Pokmon,Burning Shadows,45,{L},0
Pikachu,Pokmon,Burning Shadows,44,{L},0
Tapu Fini-GX,Pokmon,Burning Shadows,42,{W},0
Bruxish,Pokmon,Burning Shadows,41,{W},0
Simipour,Pokmon,Burning Shadows,40,{W},0
Panpour,Pokmon,Burning Shadows,39,{W},0
Azumarill,Pokmon,Burning Shadows,38,{W},0
Marill,Pokmon,Burning Shadows,37,{W},0
Gyarados,Pokmon,Burning Shadows,36,{W},0
Magikarp,Pokmon,Burning Shadows,35,{W},0
Kingdra,Pokmon,Burning Shadows,34,{W},0
Seadra,Pokmon,Burning Shadows,33,{W},0
Horsea,Pokmon,Burning Shadows,32,{W},0
Alolan Ninetales,Pokmon,Burning Shadows,31,{W},0
Alolan Vulpix,Pokmon,Burning Shadows,30,{W},0
Turtonator,Pokmon,Burning Shadows,29,{R},0
Salazzle-GX,Pokmon,Burning Shadows,28,{R},0
Heatmor,Pokmon,Burning Shadows,27,{R},0
Simisear,Pokmon,Burning Shadows,26,{R},0
Pansear,Pokmon,Burning Shadows,25,{R},0
Ho-Oh-GX,Pokmon,Burning Shadows,24,{R},0
Charizard-GX,Pokmon,Burning Shadows,23,{R},0
Charmeleon,Pokmon,Burning Shadows,22,{R},0
Charmander,Pokmon,Burning Shadows,20,{R},0
Golisopod-GX,Pokmon,Burning Shadows,19,{G},0
Wimpod,Pokmon,Burning Shadows,17,{G},0
Araquanid,Pokmon,Burning Shadows,16,{G},0
Dewpider,Pokmon,Burning Shadows,15,{G},0
Simisage,Pokmon,Burning Shadows,14,{G},0
Pansage,Pokmon,Burning Shadows,13,{G},0
Heracross,Pokmon,Burning Shadows,12,{G},0
Ledian,Pokmon,Burning Shadows,11,{G},0
Ledyba,Pokmon,Burning Shadows,10,{G},0
Tangrowth,Pokmon,Burning Shadows,9,{G},0
Tangela,Pokmon,Burning Shadows,8,{G},0
Vileplume,Pokmon,Burning Shadows,7,{G},0
Gloom,Pokmon,Burning Shadows,6,{G},0
Oddish,Pokmon,Burning Shadows,5,{G},0
Butterfree,Pokmon,Burning Shadows,4,{G},0
Metapod,Pokmon,Burning Shadows,3,{G},0
Caterpie,Pokmon,Burning Shadows,2,{G},0
Espeon-GX,Pokmon,Sun & Moon Promos,36,{P},0
Primarina-GX,Pokmon,Sun & Moon Promos,40,{W},0
Incineroar-GX,Pokmon,Sun & Moon Promos,39,{R},0
Decidueye-GX,Pokmon,Sun & Moon Promos,38,{G},0
Bewear-GX,Pokmon,Sun & Moon Promos,35,{C},0
Tapu Koko-GX,Pokmon,Sun & Moon Promos,34,{L},0
Tapu Bulu-GX,Pokmon,Sun & Moon Promos,33,{G},0
Tapu Koko,Pokmon,Sun & Moon Promos,32,{L},0
Tapu Koko,Pokmon,Sun & Moon Promos,30,{L},0
Professor Sycamore,Trainer,BREAKpoint,110,0,Supporter
Trainers Mail,Trainer,Roaring Skies,94,0,Item
M Lucario-EX,Pokmon,Furious Fists,56,{F},0
Zygarde-EX,Pokmon,Fates Collide,56,{F},0
Jolteon-EX,Pokmon,Generations,29,{L},0
M Manectric-EX,Pokmon,Phantom Forces,25,{L},0
Lucario Spirit Link,Trainer,XY Promos,216,0,Pokmon Tool
Sharpedo Spirit Link,Trainer,XY Promos,206,0,Pokmon Tool
M Sharpedo-EX,Pokmon,XY Promos,204,{D},0
Camerupt Spirit Link,Trainer,XY Promos,203,0,Pokmon Tool
M Camerupt-EX,Pokmon,XY Promos,201,{R},0
Togedemaru,Pokmon,Sun & Moon Promos,45,{L},0
Vikavolt,Pokmon,Sun & Moon Promos,28,{L},0
Turtonator,Pokmon,Sun & Moon Promos,27,{R},0
Tsareena,Pokmon,Sun & Moon Promos,26,{G},0
Lurantis,Pokmon,Sun & Moon Promos,25,{G},0
Drampa,Pokmon,Sun & Moon Promos,21,{N},0
Mudsdale,Pokmon,Sun & Moon Promos,20,{F},0
Oricorio,Pokmon,Sun & Moon Promos,19,{P},0
Alolan Sandslash,Pokmon,Sun & Moon Promos,18,{W},0
Fighting Energy,Energy,Guardians Rising,194,{W},0
Lightning Energy,Energy,Guardians Rising,193,{W},0
Grass Energy,Energy,Guardians Rising,192,{W},0
Double Colorless Energy,Energy,Guardians Rising,191,{W},0
Rare Candy,Trainer,Guardians Rising,190,0,Item
Max Potion,Trainer,Guardians Rising,189,0,Item
Field Blower,Trainer,Guardians Rising,188,0,Item
Enhanced Hammer,Trainer,Guardians Rising,187,0,Item
Aqua Patch,Trainer,Guardians Rising,186,0,Item
Drampa-GX,Pokmon,Guardians Rising,185,{C},0
Kommo-o-GX,Pokmon,Guardians Rising,184,{N},0
Sylveon-GX,Pokmon,Guardians Rising,183,{Y},0
Metagross-GX,Pokmon,Guardians Rising,182,{M},0
Lycanroc-GX,Pokmon,Guardians Rising,180,{F},0
Tapu Lele-GX,Pokmon,Guardians Rising,179,{P},0
Toxapex-GX,Pokmon,Guardians Rising,178,{P},0
Tapu Koko-GX,Pokmon,Guardians Rising,177,{L},0
Vikavolt-GX,Pokmon,Guardians Rising,176,{L},0
Wishiwashi-GX,Pokmon,Guardians Rising,175,{W},0
Alolan Ninetales-GX,Pokmon,Guardians Rising,174,{W},0
Primarina-GX,Pokmon,Guardians Rising,173,{W},0
Turtonator-GX,Pokmon,Guardians Rising,172,{R},0
Incineroar-GX,Pokmon,Guardians Rising,171,{R},0
Decidueye-GX,Pokmon,Guardians Rising,169,{G},0
Mallow,Trainer,Guardians Rising,168,0,Supporter
Hau,Trainer,Guardians Rising,167,0,Supporter
Hala,Trainer,Guardians Rising,166,0,Supporter
Drampa-GX,Pokmon,Guardians Rising,164,{C},0
Kommo-o-GX,Pokmon,Guardians Rising,163,{N},0
Sylveon-GX,Pokmon,Guardians Rising,161,{Y},0
Metagross-GX,Pokmon,Guardians Rising,160,{M},0
Lycanroc-GX,Pokmon,Guardians Rising,158,{F},0
Tapu Lele-GX,Pokmon,Guardians Rising,156,{P},0
Toxapex-GX,Pokmon,Guardians Rising,155,{P},0
Tapu Koko-GX,Pokmon,Guardians Rising,153,{L},0
Vikavolt-GX,Pokmon,Guardians Rising,152,{L},0
Wishiwashi-GX,Pokmon,Guardians Rising,151,{W},0
Alolan Ninetales-GX,Pokmon,Guardians Rising,149,{W},0
Turtonator-GX,Pokmon,Guardians Rising,147,{R},0
Rescue Stretcher,Trainer,Guardians Rising,145,0,Item
Multi Switch,Trainer,Guardians Rising,144,0,Item
Max Potion,Trainer,Guardians Rising,142,0,Item
Mallow,Trainer,Guardians Rising,141,0,Supporter
Hala,Trainer,Guardians Rising,140,0,Supporter
Field Blower,Trainer,Guardians Rising,138,0,Item
Enhanced Hammer,Trainer,Guardians Rising,136,0,Item
Energy Recycler,Trainer,Guardians Rising,135,0,Item
Energy Loto,Trainer,Guardians Rising,134,0,Item
Choice Band,Trainer,Guardians Rising,132,0,Pokmon Tool
Brooklet Hill,Trainer,Guardians Rising,130,0,Stadium
Aqua Patch,Trainer,Guardians Rising,129,0,Item
Altar of the Sunne,Trainer,Guardians Rising,128,0,Stadium
Altar of the Moone,Trainer,Guardians Rising,127,0,Stadium
Aether Paradise Conservation Area,Trainer,Guardians Rising,125,0,Stadium
Drampa-GX,Pokmon,Guardians Rising,124,{C},0
Komala,Pokmon,Guardians Rising,123,{C},0
Bewear,Pokmon,Guardians Rising,122,{C},0
Stufful,Pokmon,Guardians Rising,121,{C},0
Talonflame,Pokmon,Guardians Rising,120,{C},0
Fletchinder,Pokmon,Guardians Rising,119,{C},0
Fletchling,Pokmon,Guardians Rising,118,{C},0
Watchog,Pokmon,Guardians Rising,117,{C},0
Patrat,Pokmon,Guardians Rising,116,{C},0
Rayquaza,Pokmon,Guardians Rising,115,{C},0
Castform,Pokmon,Guardians Rising,114,{C},0
Swellow,Pokmon,Guardians Rising,113,{C},0
Taillow,Pokmon,Guardians Rising,112,{C},0
Blissey,Pokmon,Guardians Rising,111,{C},0
Chansey,Pokmon,Guardians Rising,110,{C},0
Kommo-o-GX,Pokmon,Guardians Rising,109,{N},0
Hakamo-o,Pokmon,Guardians Rising,108,{N},0
Jangmo-o,Pokmon,Guardians Rising,107,{N},0
Drampa,Pokmon,Guardians Rising,106,{N},0
Goodra,Pokmon,Guardians Rising,105,{N},0
Sliggoo,Pokmon,Guardians Rising,104,{N},0
Goomy,Pokmon,Guardians Rising,103,{N},0
Comfey,Pokmon,Guardians Rising,102,{Y},0
Sylveon-GX,Pokmon,Guardians Rising,100,{Y},0
Whimsicott,Pokmon,Guardians Rising,99,{Y},0
Cottonee,Pokmon,Guardians Rising,98,{Y},0
Clefable,Pokmon,Guardians Rising,97,{Y},0
Clefairy,Pokmon,Guardians Rising,96,{Y},0
Solgaleo,Pokmon,Guardians Rising,95,{M},0
Probopass,Pokmon,Guardians Rising,94,{M},0
Metagross-GX,Pokmon,Guardians Rising,93,{M},0
Metang,Pokmon,Guardians Rising,91,{M},0
Beldum,Pokmon,Guardians Rising,89,{M},0
Pangoro,Pokmon,Guardians Rising,88,{D},0
Absol,Pokmon,Guardians Rising,87,{D},0
Sableye,Pokmon,Guardians Rising,86,{D},0
Honchkrow,Pokmon,Guardians Rising,85,{D},0
Murkrow,Pokmon,Guardians Rising,84,{D},0
Minior,Pokmon,Guardians Rising,83,{F},0
Mudsdale,Pokmon,Guardians Rising,82,{F},0
Mudbray,Pokmon,Guardians Rising,81,{F},0
Lycanroc-GX,Pokmon,Guardians Rising,80,{F},0
Rockruff,Pokmon,Guardians Rising,79,{F},0
Pancham,Pokmon,Guardians Rising,78,{F},0
Whiscash,Pokmon,Guardians Rising,77,{F},0
Barboach,Pokmon,Guardians Rising,76,{F},0
Nosepass,Pokmon,Guardians Rising,75,{F},0
Gliscor,Pokmon,Guardians Rising,74,{F},0
Gligar,Pokmon,Guardians Rising,73,{F},0
Sudowoodo,Pokmon,Guardians Rising,71,{F},0
Machamp,Pokmon,Guardians Rising,70,{F},0
